datarate 		Distance 		Payload data	 	Nodes  		Net_throughput		Delay		NR
3		95		500		7		0.0962099 		0 		1
3		95		500		8		0.0736607 		0 		1
3		95		500		9		0.0582011 		0 		1
3		95		500		10		0.0471429 		0 		1

3		100		500		2		1.17857 		0 		1
3		100		500		3		0.52381 		0 		1
3		100		500		4		0.294643 		0 		1
3		100		500		5		0.188571 		0 		1
3		100		500		6		0.130952 		0 		1
3		100		500		7		0.0962099 		0 		1
3		100		500		8		0.0736607 		0 		1
3		100		500		9		0.0582011 		0 		1
3		100		500		10		0.0471429 		0 		1

4		20		1472		2		6.69608 		530.293 		0
4		20		1472		3		4.46357 		1418.98 		0
4		20		1472		4		2.5107 		1516.12 		1
4		20		1472		5		2.14246 		1999.56 		1
4		20		1472		6		1.8594 		2700.84 		1
4		20		1472		7		1.63931 		3774.25 		1
4		20		1472		8		1.28119 		4248.25 		1
4		20		1472		9		1.23918 		6145.16 		1
4		20		1472		10		1.13763 		6250.39 		1

4		25		1472		2		6.69608 		852.938 		0
4		25		1472		3		4.46349 		1435.13 		0
4		25		1472		4		2.51071 		1686.13 		1
4		25		1472		5		2.14231 		2461.95 		1
4		25		1472		6		1.85943 		2789.61 		1
4		25		1472		7		1.63929 		3602.39 		1
4		25		1472		8		1.25508 		3708.11 		1
4		25		1472		9		1.15653 		4676.38 		1
4		25		1472		10		1.07066 		5600.93 		1

4		30		1472		2		6.69608 		472.332 		0
4		30		1472		3		4.46356 		1845.33 		0
4		30		1472		4		2.51041 		2176.19 		1
4		30		1472		5		2.14232 		2475.34 		1
4		30		1472		6		1.85952 		3149.31 		1
4		30		1472		7		1.63925 		3205.39 		1
4		30		1472		8		1.25499 		3538.83 		1
4		30		1472		9		1.15683 		22262.3 		1
4		30		1472		10		1.07077 		20584.3 		1

4		35		1472		2		6.69608 		476.289 		0
4		35		1472		3		2.9758 		911.427 		1
4		35		1472		4		1.67389 		1186.02 		1
4		35		1472		5		1.60687 		1903.11 		1
4		35		1472		6		1.48749 		2574.2 		1
4		35		1472		7		1.36613 		3035.75 		1
4		35		1472		8		1.04583 		28756.7 		1
4		35		1472		9		0.991495 		4041.44 		1
4		35		1472		10		0.936934 		59066.2 		1

4		40		1472		2		6.69608 		832.584 		0
4		40		1472		3		2.97603 		846.809 		1
4		40		1472		4		1.67402 		792.449 		1
4		40		1472		5		1.60662 		2256.58 		1
4		40		1472		6		1.48767 		2388.21 		1
4		40		1472		7		1.3661 		2924.58 		1
4		40		1472		8		1.04582 		3980.5 		1
4		40		1472		9		0.991614 		4268.29 		1
4		40		1472		10		0.937028 		23078.9 		1

4		45		1472		2		3.34821 		0 		1
4		45		1472		3		1.4881 		0 		1
4		45		1472		4		0.837054 		0 		1
4		45		1472		5		0.847199 		4442.76 		1
4		45		1472		6		0.619249 		8813.53 		1
4		45		1472		7		0.682519 		15560.9 		1
4		45		1472		8		0.468627 		13115.3 		1
4		45		1472		9		0.566919 		14641.2 		1
4		45		1472		10		0.467931 		54967.5 		1

4		50		1472		2		3.34821 		0 		1
4		50		1472		3		1.4881 		0 		1
4		50		1472		4		0.837054 		0 		1
4		50		1472		5		0.535714 		0 		1
4		50		1472		6		0.372024 		0 		1
4		50		1472		7		0.273324 		0 		1
4		50		1472		8		0.209263 		0 		1
4		50		1472		9		0.165344 		0 		1
4		50		1472		10		0.133929 		0 		1

4		55		1472		2		3.34821 		0 		1
4		55		1472		3		1.4881 		0 		1
4		55		1472		4		0.837054 		0 		1
4		55		1472		5		0.535714 		0 		1
4		55		1472		6		0.372024 		0 		1
4		55		1472		7		0.273324 		0 		1
4		55		1472		8		0.209263 		0 		1
4		55		1472		9		0.165344 		0 		1
4		55		1472		10		0.133929 		0 		1

4		60		1472		2		3.34821 		0 		1
4		60		1472		3		1.4881 		0 		1
4		60		1472		4		0.837054 		0 		1
4		60		1472		5		0.535714 		0 		1
4		60		1472		6		0.372024 		0 		1
4		60		1472		7		0.273324 		0 		1
4		60		1472		8		0.209263 		0 		1
4		60		1472		9		0.165344 		0 		1
4		60		1472		10		0.133929 		0 		1

4		65		1472		2		3.34821 		0 		1
4		65		1472		3		1.4881 		0 		1
4		65		1472		4		0.837054 		0 		1
4		65		1472		5		0.535714 		0 		1
4		65		1472		6		0.372024 		0 		1
4		65		1472		7		0.273324 		0 		1
4		65		1472		8		0.209263 		0 		1
4		65		1472		9		0.165344 		0 		1
4		65		1472		10		0.133929 		0 		1

4		70		1472		2		3.34821 		0 		1
4		70		1472		3		1.4881 		0 		1
4		70		1472		4		0.837054 		0 		1
4		70		1472		5		0.535714 		0 		1
4		70		1472		6		0.372024 		0 		1
4		70		1472		7		0.273324 		0 		1
4		70		1472		8		0.209263 		0 		1
4		70		1472		9		0.165344 		0 		1
4		70		1472		10		0.133929 		0 		1

4		75		1472		2		3.34821 		0 		1
4		75		1472		3		1.4881 		0 		1
4		75		1472		4		0.837054 		0 		1
4		75		1472		5		0.535714 		0 		1
4		75		1472		6		0.372024 		0 		1
4		75		1472		7		0.273324 		0 		1
4		75		1472		8		0.209263 		0 		1
4		75		1472		9		0.165344 		0 		1
4		75		1472		10		0.133929 		0 		1

4		80		1472		2		3.34821 		0 		1
4		80		1472		3		1.4881 		0 		1
4		80		1472		4		0.837054 		0 		1
4		80		1472		5		0.535714 		0 		1
4		80		1472		6		0.372024 		0 		1
4		80		1472		7		0.273324 		0 		1
4		80		1472		8		0.209263 		0 		1
4		80		1472		9		0.165344 		0 		1
4		80		1472		10		0.133929 		0 		1

4		85		1472		2		3.34821 		0 		1
4		85		1472		3		1.4881 		0 		1
4		85		1472		4		0.837054 		0 		1
4		85		1472		5		0.535714 		0 		1
4		85		1472		6		0.372024 		0 		1
4		85		1472		7		0.273324 		0 		1
4		85		1472		8		0.209263 		0 		1
4		85		1472		9		0.165344 		0 		1
4		85		1472		10		0.133929 		0 		1

4		90		1472		2		3.34821 		0 		1
4		90		1472		3		1.4881 		0 		1
4		90		1472		4		0.837054 		0 		1
4		90		1472		5		0.535714 		0 		1
4		90		1472		6		0.372024 		0 		1
4		90		1472		7		0.273324 		0 		1
4		90		1472		8		0.209263 		0 		1
4		90		1472		9		0.165344 		0 		1
4		90		1472		10		0.133929 		0 		1

4		95		1472		2		3.34821 		0 		1
4		95		1472		3		1.4881 		0 		1
4		95		1472		4		0.837054 		0 		1
4		95		1472		5		0.535714 		0 		1
4		95		1472		6		0.372024 		0 		1
4		95		1472		7		0.273324 		0 		1
4		95		1472		8		0.209263 		0 		1
4		95		1472		9		0.165344 		0 		1
4		95		1472		10		0.133929 		0 		1

4		100		1472		2		3.34821 		0 		1
4		100		1472		3		1.4881 		0 		1
4		100		1472		4		0.837054 		0 		1
4		100		1472		5		0.535714 		0 		1
4		100		1472		6		0.372024 		0 		1
4		100		1472		7		0.273324 		0 		1
4		100		1472		8		0.209263 		0 		1
4		100		1472		9		0.165344 		0 		1
4		100		1472		10		0.133929 		0 		1

4		20		1000		2		4.5891 		440.293 		0
4		20		1000		3		3.05914 		1193.98 		0
4		20		1000		4		1.72072 		1291.12 		1
4		20		1000		5		1.46836 		1726.75 		1
4		20		1000		6		1.27443 		2416.74 		1
4		20		1000		7		1.12356 		3237.64 		1
4		20		1000		8		0.964623 		3992.6 		1
4		20		1000		9		0.891811 		4604.89 		1
4		20		1000		10		0.768276 		4879.16 		1

4		25		1000		2		4.5891 		762.938 		0
4		25		1000		3		3.05909 		1210.13 		0
4		25		1000		4		1.72073 		1461.13 		1
4		25		1000		5		1.46827 		2097.09 		1
4		25		1000		6		1.27441 		2343.91 		1
4		25		1000		7		1.12349 		2957.28 		1
4		25		1000		8		0.881019 		3497.06 		1
4		25		1000		9		0.792841 		3774.32 		1
4		25		1000		10		0.74718 		5221.87 		1

4		30		1000		2		4.5891 		382.332 		0
4		30		1000		3		3.05913 		1513.28 		0
4		30		1000		4		1.72066 		1879.75 		1
4		30		1000		5		1.46829 		2098.08 		1
4		30		1000		6		1.27434 		2615.74 		1
4		30		1000		7		1.12352 		2691.4 		1
4		30		1000		8		0.860177 		3066.54 		1
4		30		1000		9		0.792918 		3567.02 		1
4		30		1000		10		0.733938 		35256.3 		1

4		35		1000		2		4.5891 		386.289 		0
4		35		1000		3		2.92943 		1724.5 		0
4		35		1000		4		1.29055 		1673.93 		1
4		35		1000		5		1.10125 		1601.02 		1
4		35		1000		6		1.01951 		2139.28 		1
4		35		1000		7		0.936355 		2607.82 		1
4		35		1000		8		0.716757 		3102.58 		1
4		35		1000		9		0.679604 		3447.46 		1
4		35		1000		10		0.662241 		51060.6 		1

4		40		1000		2		4.5891 		731.334 		0
4		40		1000		3		2.0396 		756.809 		1
4		40		1000		4		1.14728 		674.324 		1
4		40		1000		5		1.10112 		2005.33 		1
4		40		1000		6		1.0196 		2019.03 		1
4		40		1000		7		0.936336 		2446.62 		1
4		40		1000		8		0.716713 		3732.31 		1
4		40		1000		9		0.679565 		3547.2 		1
4		40		1000		10		0.642086 		4146.48 		1

4		45		1000		2		2.29464 		0 		1
4		45		1000		3		1.01984 		0 		1
4		45		1000		4		0.573661 		0 		1
4		45		1000		5		0.634783 		3624.07 		1
4		45		1000		6		0.66901 		6393.52 		1
4		45		1000		7		0.604156 		11472.1 		1
4		45		1000		8		0.483718 		6527.81 		1
4		45		1000		9		0.466575 		11358.7 		1
4		45		1000		10		0.421751 		14585.1 		1

4		50		1000		2		2.29464 		0 		1
4		50		1000		3		1.01984 		0 		1
4		50		1000		4		0.573661 		0 		1
4		50		1000		5		0.367143 		0 		1
4		50		1000		6		0.25496 		0 		1
4		50		1000		7		0.187318 		0 		1
4		50		1000		8		0.143415 		0 		1
4		50		1000		9		0.113316 		0 		1
4		50		1000		10		0.0917857 		0 		1

4		55		1000		2		2.29464 		0 		1
4		55		1000		3		1.01984 		0 		1
4		55		1000		4		0.573661 		0 		1
4		55		1000		5		0.367143 		0 		1
4		55		1000		6		0.25496 		0 		1
4		55		1000		7		0.187318 		0 		1
4		55		1000		8		0.143415 		0 		1
4		55		1000		9		0.113316 		0 		1
4		55		1000		10		0.0917857 		0 		1

4		60		1000		2		2.29464 		0 		1
4		60		1000		3		1.01984 		0 		1
4		60		1000		4		0.573661 		0 		1
4		60		1000		5		0.367143 		0 		1
4		60		1000		6		0.25496 		0 		1
4		60		1000		7		0.187318 		0 		1
4		60		1000		8		0.143415 		0 		1
4		60		1000		9		0.113316 		0 		1
4		60		1000		10		0.0917857 		0 		1

4		65		1000		2		2.29464 		0 		1
4		65		1000		3		1.01984 		0 		1
4		65		1000		4		0.573661 		0 		1
4		65		1000		5		0.367143 		0 		1
4		65		1000		6		0.25496 		0 		1
4		65		1000		7		0.187318 		0 		1
4		65		1000		8		0.143415 		0 		1
4		65		1000		9		0.113316 		0 		1
4		65		1000		10		0.0917857 		0 		1

4		70		1000		2		2.29464 		0 		1
4		70		1000		3		1.01984 		0 		1
4		70		1000		4		0.573661 		0 		1
4		70		1000		5		0.367143 		0 		1
4		70		1000		6		0.25496 		0 		1
4		70		1000		7		0.187318 		0 		1
4		70		1000		8		0.143415 		0 		1
4		70		1000		9		0.113316 		0 		1
4		70		1000		10		0.0917857 		0 		1

4		75		1000		2		2.29464 		0 		1
4		75		1000		3		1.01984 		0 		1
4		75		1000		4		0.573661 		0 		1
4		75		1000		5		0.367143 		0 		1
4		75		1000		6		0.25496 		0 		1
4		75		1000		7		0.187318 		0 		1
4		75		1000		8		0.143415 		0 		1
4		75		1000		9		0.113316 		0 		1
4		75		1000		10		0.0917857 		0 		1

4		80		1000		2		2.29464 		0 		1
4		80		1000		3		1.01984 		0 		1
4		80		1000		4		0.573661 		0 		1
4		80		1000		5		0.367143 		0 		1
4		80		1000		6		0.25496 		0 		1
4		80		1000		7		0.187318 		0 		1
4		80		1000		8		0.143415 		0 		1
4		80		1000		9		0.113316 		0 		1
4		80		1000		10		0.0917857 		0 		1

4		85		1000		2		2.29464 		0 		1
4		85		1000		3		1.01984 		0 		1
4		85		1000		4		0.573661 		0 		1
4		85		1000		5		0.367143 		0 		1
4		85		1000		6		0.25496 		0 		1
4		85		1000		7		0.187318 		0 		1
4		85		1000		8		0.143415 		0 		1
4		85		1000		9		0.113316 		0 		1
4		85		1000		10		0.0917857 		0 		1

4		90		1000		2		2.29464 		0 		1
4		90		1000		3		1.01984 		0 		1
4		90		1000		4		0.573661 		0 		1
4		90		1000		5		0.367143 		0 		1
4		90		1000		6		0.25496 		0 		1
4		90		1000		7		0.187318 		0 		1
4		90		1000		8		0.143415 		0 		1
4		90		1000		9		0.113316 		0 		1
4		90		1000		10		0.0917857 		0 		1

4		95		1000		2		2.29464 		0 		1
4		95		1000		3		1.01984 		0 		1
4		95		1000		4		0.573661 		0 		1
4		95		1000		5		0.367143 		0 		1
4		95		1000		6		0.25496 		0 		1
4		95		1000		7		0.187318 		0 		1
4		95		1000		8		0.143415 		0 		1
4		95		1000		9		0.113316 		0 		1
4		95		1000		10		0.0917857 		0 		1

4		100		1000		2		2.29464 		0 		1
4		100		1000		3		1.01984 		0 		1
4		100		1000		4		0.573661 		0 		1
4		100		1000		5		0.367143 		0 		1
4		100		1000		6		0.25496 		0 		1
4		100		1000		7		0.187318 		0 		1
4		100		1000		8		0.143415 		0 		1
4		100		1000		9		0.113316 		0 		1
4		100		1000		10		0.0917857 		0 		1

4		20		500		2		2.35708 		350.293 		0
4		20		500		3		1.57128 		968.976 		0
4		20		500		4		0.883822 		1088.12 		1
4		20		500		5		0.754205 		1453.94 		1
4		20		500		6		0.654636 		1813.26 		1
4		20		500		7		0.577093 		2607.97 		1
4		20		500		8		0.506219 		2848.84 		1
4		20		500		9		0.465424 		3611.04 		1
4		20		500		10		0.424095 		3674.49 		1

4		25		500		2		2.35708 		672.938 		0
4		25		500		3		1.57126 		985.135 		0
4		25		500		4		0.883818 		1337.92 		1
4		25		500		5		0.75416 		1707.68 		1
4		25		500		6		0.654615 		1823.18 		1
4		25		500		7		0.577104 		2538.68 		1
4		25		500		8		0.506217 		3025.05 		1
4		25		500		9		0.441164 		3442.06 		1
4		25		500		10		0.404296 		4519.51 		1

4		30		500		2		2.35708 		292.332 		0
4		30		500		3		1.57128 		1322.75 		0
4		30		500		4		0.883813 		1688.2 		1
4		30		500		5		0.754147 		1815.19 		1
4		30		500		6		0.654637 		1976.33 		1
4		30		500		7		0.577113 		2037.07 		1
4		30		500		8		0.441786 		2475.37 		1
4		30		500		9		0.407251 		2888.53 		1
4		30		500		10		0.377005 		34587.9 		1

4		35		500		2		2.35708 		296.289 		0
4		35		500		3		1.42894 		1695.26 		0
4		35		500		4		0.795409 		2022.82 		1
4		35		500		5		0.636339 		1665.9 		1
4		35		500		6		0.592417 		2295.18 		1
4		35		500		7		0.508958 		2615.72 		1
4		35		500		8		0.395784 		3396.92 		1
4		35		500		9		0.450363 		3496.11 		1
4		35		500		10		0.32988 		21266.4 		1

4		40		500		2		2.35708 		630.084 		0
4		40		500		3		1.04759 		666.809 		1
4		40		500		4		0.58927 		511.075 		1
4		40		500		5		0.565638 		1552.42 		1
4		40		500		6		0.52365 		1796.22 		1
4		40		500		7		0.480905 		2188.89 		1
4		40		500		8		0.36822 		2340.1 		1
4		40		500		9		0.349127 		2731.29 		1
4		40		500		10		0.329872 		3069.86 		1

4		45		500		2		1.17857 		0 		1
4		45		500		3		0.52381 		0 		1
4		45		500		4		0.294643 		0 		1
4		45		500		5		0.377072 		2054.65 		1
4		45		500		6		0.392604 		45198.9 		1
4		45		500		7		0.38462 		3853.71 		1
4		45		500		8		0.295823 		4799.41 		1
4		45		500		9		0.28355 		5075.79 		1
4		45		500		10		0.282723 		7328.69 		1

4		50		500		2		1.17857 		0 		1
4		50		500		3		0.52381 		0 		1
4		50		500		4		0.294643 		0 		1
4		50		500		5		0.188571 		0 		1
4		50		500		6		0.130952 		0 		1
4		50		500		7		0.0962099 		0 		1
4		50		500		8		0.0736607 		0 		1
4		50		500		9		0.0582011 		0 		1
4		50		500		10		0.0471429 		0 		1

4		55		500		2		1.17857 		0 		1
4		55		500		3		0.52381 		0 		1
4		55		500		4		0.294643 		0 		1
4		55		500		5		0.188571 		0 		1
4		55		500		6		0.130952 		0 		1
4		55		500		7		0.0962099 		0 		1
4		55		500		8		0.0736607 		0 		1
4		55		500		9		0.0582011 		0 		1
4		55		500		10		0.0471429 		0 		1

4		60		500		2		1.17857 		0 		1
4		60		500		3		0.52381 		0 		1
4		60		500		4		0.294643 		0 		1
4		60		500		5		0.188571 		0 		1
4		60		500		6		0.130952 		0 		1
4		60		500		7		0.0962099 		0 		1
4		60		500		8		0.0736607 		0 		1
4		60		500		9		0.0582011 		0 		1
4		60		500		10		0.0471429 		0 		1

4		65		500		2		1.17857 		0 		1
4		65		500		3		0.52381 		0 		1
4		65		500		4		0.294643 		0 		1
4		65		500		5		0.188571 		0 		1
4		65		500		6		0.130952 		0 		1
4		65		500		7		0.0962099 		0 		1
4		65		500		8		0.0736607 		0 		1
4		65		500		9		0.0582011 		0 		1
4		65		500		10		0.0471429 		0 		1

4		70		500		2		1.17857 		0 		1
4		70		500		3		0.52381 		0 		1
4		70		500		4		0.294643 		0 		1
4		70		500		5		0.188571 		0 		1
4		70		500		6		0.130952 		0 		1
4		70		500		7		0.0962099 		0 		1
4		70		500		8		0.0736607 		0 		1
4		70		500		9		0.0582011 		0 		1
4		70		500		10		0.0471429 		0 		1

4		75		500		2		1.17857 		0 		1
4		75		500		3		0.52381 		0 		1
4		75		500		4		0.294643 		0 		1
4		75		500		5		0.188571 		0 		1
4		75		500		6		0.130952 		0 		1
4		75		500		7		0.0962099 		0 		1
4		75		500		8		0.0736607 		0 		1
4		75		500		9		0.0582011 		0 		1
4		75		500		10		0.0471429 		0 		1

4		80		500		2		1.17857 		0 		1
4		80		500		3		0.52381 		0 		1
4		80		500		4		0.294643 		0 		1
4		80		500		5		0.188571 		0 		1
4		80		500		6		0.130952 		0 		1
4		80		500		7		0.0962099 		0 		1
4		80		500		8		0.0736607 		0 		1
4		80		500		9		0.0582011 		0 		1
4		80		500		10		0.0471429 		0 		1

4		85		500		2		1.17857 		0 		1
4		85		500		3		0.52381 		0 		1
4		85		500		4		0.294643 		0 		1
4		85		500		5		0.188571 		0 		1
4		85		500		6		0.130952 		0 		1
4		85		500		7		0.0962099 		0 		1
4		85		500		8		0.0736607 		0 		1
4		85		500		9		0.0582011 		0 		1
4		85		500		10		0.0471429 		0 		1

4		90		500		2		1.17857 		0 		1
4		90		500		3		0.52381 		0 		1
4		90		500		4		0.294643 		0 		1
4		90		500		5		0.188571 		0 		1
4		90		500		6		0.130952 		0 		1
4		90		500		7		0.0962099 		0 		1
4		90		500		8		0.0736607 		0 		1
4		90		500		9		0.0582011 		0 		1
4		90		500		10		0.0471429 		0 		1

4		95		500		2		1.17857 		0 		1
4		95		500		3		0.52381 		0 		1
4		95		500		4		0.294643 		0 		1
4		95		500		5		0.188571 		0 		1
4		95		500		6		0.130952 		0 		1
4		95		500		7		0.0962099 		0 		1
4		95		500		8		0.0736607 		0 		1
4		95		500		9		0.0582011 		0 		1
4		95		500		10		0.0471429 		0 		1

4		100		500		2		1.17857 		0 		1
4		100		500		3		0.52381 		0 		1
4		100		500		4		0.294643 		0 		1
4		100		500		5		0.188571 		0 		1
4		100		500		6		0.130952 		0 		1
4		100		500		7		0.0962099 		0 		1
4		100		500		8		0.0736607 		0 		1
4		100		500		9		0.0582011 		0 		1
4		100		500		10		0.0471429 		0 		1
